subject,trial,rt,choice,item_value_0,item_value_1,gaze_0,gaze_1
28,116,4317,1,1,1,0.465740063,0.534259937
28,117,2777,0,4,2,0.699716714,0.300283286
28,118,2574,1,4,4,0.332313074,0.667686926
28,119,2762,1,2,5,0.30713128,0.69286872
29,0,3623,1,1,2,0.330113166,0.669886834
29,1,4017,1,1,3,0.238984317,0.761015683
29,2,2373,0,0,0,0.674252002,0.325747998
29,3,4714,0,2,0,0.484302079,0.515697921
29,4,2788,1,1,2,0.316355811,0.683644189
29,5,5247,1,2,3,0.167714885,0.832285115
29,6,3628,0,3,0,0.74914966,0.25085034
29,7,2877,0,3,5,0.430656934,0.569343066
29,8,2493,1,5,0,0.485359005,0.514640995
29,9,3252,1,0,3,0.353959602,0.646040398
29,10,3070,0,5,4,0.516286645,0.483713355
29,11,2026,0,5,5,0,1
29,12,2406,1,0,2,0.372807018,0.627192982
29,13,1732,0,0,5,0.58323058,0.41676942
29,14,1897,0,2,0,0.693043016,0.306956984
29,15,5175,1,3,0,0.202512077,0.797487923
29,16,2070,0,2,3,0.596135266,0.403864734
29,17,3089,0,5,2,0.732923276,0.267076724
29,18,2017,0,2,3,0.671789787,0.328210213
29,19,3367,1,2,2,0.249738403,0.750261597
29,20,2607,1,1,2,0.332182585,0.667817415
29,21,1931,1,1,0,0.454686691,0.545313309
29,22,3657,0,5,2,0.574514629,0.425485371
29,23,3806,0,5,0,0.610614819,0.389385181
29,24,6361,0,0,2,0.672692973,0.327307027
29,25,3210,1,0,4,0.261316872,0.738683128
29,26,5723,0,5,0,0.867551983,0.132448017
29,27,2940,0,3,0,0.786054422,0.213945578
29,28,639,0,5,3,0,1
29,29,4636,0,1,2,0.596850733,0.403149267
29,30,1729,0,5,1,0.563909774,0.436090226
29,31,2868,1,0,0,0.315087719,0.684912281
29,32,1568,0,0,3,0.612882653,0.387117347
29,33,2495,0,1,1,0.746292585,0.253707415
29,34,1470,0,0,1,0.614285714,0.385714286
29,35,3695,1,1,0,0.200811908,0.799188092
29,36,2112,0,0,0,0.652409046,0.347590954
29,37,3559,0,3,2,0.444506884,0.555493116
29,38,3224,1,2,3,0.255583127,0.744416873
29,39,1581,0,3,5,0.640733713,0.359266287
29,40,5120,0,3,1,0.50107949,0.49892051
29,41,2286,0,5,0,0.496937883,0.503062117
29,42,4756,0,0,1,0.469475494,0.530524506
29,43,2604,1,2,5,0.32,0.68
29,44,5451,1,5,1,0.424512987,0.575487013
29,45,1921,0,3,2,0.721499219,0.278500781
29,46,3510,1,0,1,0.21994302,0.78005698
29,47,2106,0,3,5,0.702754036,0.297245964
29,48,3600,1,1,5,0.2,0.8
29,49,4568,1,5,3,0.141856392,0.858143608
29,50,5080,0,0,5,0.617913386,0.382086614
29,51,4753,1,2,3,0.37276449,0.62723551
29,52,2928,1,3,2,0.375,0.625
29,53,4488,1,1,0,0.404188948,0.595811052
29,54,3548,1,0,5,0.222096956,0.777903044
29,55,4946,0,5,0,0.415772089,0.584227911
29,56,1853,0,0,0,0.604964922,0.395035078
29,57,2153,1,3,5,0.470970739,0.529029261
29,58,1783,0,4,0,0.706113292,0.293886708
29,59,2052,1,5,0,0.366471735,0.633528265
29,60,6710,0,0,0,0.464188577,0.535811423
29,61,1381,0,3,5,0.561911658,0.438088342
29,62,2520,0,3,5,0.71031746,0.28968254
29,63,4028,1,1,3,0.280785563,0.719214437
29,64,2755,1,0,2,0.401873138,0.598126862
29,65,1867,1,2,0,0.419925013,0.580074987
29,66,1915,1,0,3,0.269451697,0.730548303
29,67,1781,0,2,2,0.614173228,0.385826772
29,68,4124,0,2,1,0.760375881,0.239624119
29,69,4803,1,0,2,0.353684211,0.646315789
29,70,2029,1,5,0,0.339083292,0.660916708
29,71,2234,1,5,5,0.358208955,0.641791045
29,72,2111,0,0,1,0.495026054,0.504973946
29,73,3826,0,3,2,0.629119233,0.370880767
29,74,1799,0,1,1,0.543348776,0.456651224
29,75,2236,1,1,5,0.24729064,0.75270936
29,76,5120,0,2,1,0.699414063,0.300585938
29,77,2093,1,3,5,0.453893932,0.546106068
29,78,2179,1,0,3,0.487379532,0.512620468
29,79,2487,1,1,1,0.328106152,0.671893848
29,80,2714,1,0,3,0.21899529,0.78100471
29,81,2357,1,0,0,0.419768935,0.580231065
29,82,2021,1,1,0,0.36769138,0.63230862
29,83,1550,0,0,5,0.619354839,0.380645161
29,84,1564,1,1,1,0.456521739,0.543478261
29,85,1883,1,0,5,0.450345194,0.549654806
29,86,2328,1,2,1,0.402479733,0.597520267
29,87,1972,0,3,1,0.695740365,0.304259635
29,88,2753,1,0,0,0.416856492,0.583143508
29,89,2157,0,0,1,0.559915164,0.440084836
29,90,2620,1,3,0,0.326398521,0.673601479
29,91,2088,0,3,1,0.519241495,0.480758505
29,92,2136,1,1,2,0.284946237,0.715053763
29,93,2236,1,5,0,0.371198569,0.628801431
29,94,2502,1,1,3,0.26212766,0.73787234
29,95,1562,0,0,0,0.527528809,0.472471191
29,96,2116,0,3,0,0.423945044,0.576054956
29,97,2649,0,2,1,0.417516044,0.582483956
29,98,3566,1,3,2,0.410544027,0.589455973
29,99,2881,0,5,3,0.599097536,0.400902464
29,100,2103,1,0,0,0.366715046,0.633284954
29,101,2377,0,5,3,0.51030711,0.48969289
29,102,1481,0,5,5,0.614449696,0.385550304
29,103,2388,0,5,5,0.723035952,0.276964048
29,104,1359,0,5,1,0.53053716,0.46946284
29,105,2880,1,4,5,0.419585687,0.580414313
29,106,2310,1,5,0,0.408658009,0.591341991
29,107,1607,0,0,5,0.632806622,0.367193378
29,108,1214,1,5,3,0,1
29,109,1696,0,2,0,0.692169217,0.307830783
29,110,2033,1,0,5,0.327594688,0.672405312
29,111,2023,1,0,5,0.303506018,0.696493982
29,112,2288,1,5,3,0.368881119,0.631118881
29,113,2691,1,0,0,0.253931722,0.746068278
29,114,1592,0,2,5,0.612437186,0.387562814
29,115,2044,0,1,5,0.668639053,0.331360947
29,116,2946,0,0,5,0.607446378,0.392553622
29,117,2553,1,2,1,0.578173719,0.421826281
29,118,1492,0,1,0,0.64075067,0.35924933
29,119,3785,0,5,3,0.351122853,0.648877147
30,0,1931,0,4,5,0.483907397,0.516092603
30,1,2404,0,1,2,0.554908486,0.445091514
30,2,1716,1,4,5,0.435897436,0.564102564
30,3,2148,1,4,5,0.2858473,0.7141527
30,4,1241,0,4,1,0.72280419,0.27719581
30,5,4204,0,5,5,0.512369172,0.487630828
30,6,1600,1,5,1,0.39,0.61
30,7,2211,1,4,2,0.311171416,0.688828584
30,8,1704,1,5,1,0.405367232,0.594632768
30,9,1600,1,2,5,0.3625,0.6375
30,10,2422,0,3,5,0.683319571,0.316680429
30,11,1896,0,4,1,0.596518987,0.403481013
30,12,2521,0,1,1,0.453788179,0.546211821
30,13,2004,0,5,5,0.635229541,0.364770459
30,14,1472,1,1,1,0.395380435,0.604619565
30,15,5383,1,1,5,0.435794543,0.564205457
30,16,1362,0,1,5,0.750367107,0.249632893
30,17,1891,1,0,2,0.454785828,0.545214172
30,18,1274,0,2,1,0.64678179,0.35321821
30,19,1471,1,1,1,0.429639701,0.570360299
30,20,6168,1,1,1,0.606031128,0.393968872
30,21,1395,0,5,1,0.686738351,0.313261649
30,22,2056,1,1,1,0.285714286,0.714285714
30,23,2278,0,1,1,0.706185567,0.293814433
30,24,2561,0,3,5,0.677860211,0.322139789
30,25,1522,1,2,1,0.41261498,0.58738502
30,26,1732,0,1,0,0.565242494,0.434757506
30,27,3913,0,0,5,0.408501242,0.591498758
30,28,4265,0,1,1,0.666822978,0.333177022
30,29,1164,0,2,2,0.714776632,0.285223368
30,30,1845,0,3,1,0.545257453,0.454742547
30,31,2843,0,2,0,0.424903271,0.575096729
30,32,1607,1,4,1,0.648413192,0.351586808
30,33,1739,0,1,5,0.635422657,0.364577343
30,34,1155,0,2,3,0.686580087,0.313419913
30,35,2704,0,2,1,0.725961538,0.274038462
30,36,1786,0,1,5,0.5268757,0.4731243
30,37,1139,0,1,5,0.579455663,0.420544337
30,38,1149,0,1,5,0.623150566,0.376849434
30,39,1553,1,0,1,0.450511945,0.549488055
30,40,2153,1,2,5,0.466790525,0.533209475
30,41,2402,0,1,2,0.758324382,0.241675618
30,42,1541,0,1,1,0.533419857,0.466580143
30,43,1511,1,5,5,0.414295169,0.585704831
30,44,1645,0,3,1,0.539209726,0.460790274
30,45,1098,1,1,5,0.530054645,0.469945355
30,46,1549,1,1,5,0.395093609,0.604906391
30,47,2215,1,2,0,0.296162528,0.703837472
30,48,1421,0,1,3,0.501759324,0.498240676
30,49,1391,1,0,1,0.494608196,0.505391804
30,50,3184,1,5,2,0.295854271,0.704145729
30,51,2700,0,1,1,0.238518519,0.761481481
30,52,1209,1,4,1,0.390405294,0.609594706
30,53,2049,1,3,2,0.43045388,0.56954612
30,54,1544,1,1,4,0.294041451,0.705958549
30,55,1390,1,1,1,0.342943854,0.657056146
30,56,3872,0,0,1,0.391900718,0.608099282
30,57,2127,1,2,1,0.438522108,0.561477892
30,58,1818,0,1,0,0.751375138,0.248624862
30,59,1140,1,5,1,0.370175439,0.629824561
30,60,1240,1,1,2,0.326612903,0.673387097
30,61,1684,1,3,1,0.513064133,0.486935867
30,62,1281,0,2,4,0.669008587,0.330991413
30,63,1266,1,1,2,0.317535545,0.682464455
30,64,1447,1,5,1,0.352453352,0.647546648
30,65,1402,1,5,1,0.34807418,0.65192582
30,66,1867,1,5,0,0.26780932,0.73219068
30,67,1617,0,0,3,0.474335189,0.525664811
30,68,1272,1,5,1,0.454402516,0.545597484
30,69,973,0,5,5,0.558067831,0.441932169
30,70,1506,1,1,2,0.399734396,0.600265604
30,71,1373,0,5,4,0.504734159,0.495265841
30,72,1381,1,5,3,0.370745836,0.629254164
30,73,1701,0,1,1,0.536155203,0.463844797
30,74,1317,1,2,3,0.493545938,0.506454062
30,75,1939,1,1,1,0.535547483,0.464452517
30,76,1619,1,1,1,0.450994842,0.549005158
30,77,1885,0,1,5,0.570822281,0.429177719
30,78,1305,0,1,4,0.668965517,0.331034483
30,79,1443,1,4,5,0.358974359,0.641025641
30,80,4243,0,1,1,0.340089559,0.659910441
30,81,1377,1,5,5,0.40087146,0.59912854
30,82,2300,0,1,1,0.64137931,0.35862069
30,83,1573,1,2,2,0.436109345,0.563890655
30,84,1566,1,5,5,0.412515964,0.587484036
30,85,1769,0,5,1,0.520633126,0.479366874
30,86,2027,1,4,1,0.296003947,0.703996053
30,87,1474,1,5,4,0.507462687,0.492537313
30,88,1615,1,1,3,0.40619195,0.59380805
30,89,1352,1,5,1,0.451183432,0.548816568
30,90,1492,0,2,1,0.461126005,0.538873995
30,91,2773,0,1,5,0.514965741,0.485034259
30,92,1745,0,1,0,0.473352436,0.526647564
30,93,1520,1,5,2,0.373684211,0.626315789
30,94,1349,0,1,4,0.544106746,0.455893254
30,95,1616,0,1,1,0.589108911,0.410891089
30,96,1252,1,3,0,0.372204473,0.627795527
30,97,1365,0,1,4,0.531868132,0.468131868
30,98,1201,1,5,4,0.389675271,0.610324729
30,99,1369,1,1,1,0.280496713,0.719503287
30,100,7982,1,5,1,0.414836636,0.585163364
30,101,1608,1,0,2,0.419154229,0.580845771
30,102,1442,0,5,1,0.526352288,0.473647712
30,103,1610,1,1,4,0.27826087,0.72173913
30,104,2007,0,2,5,0.517688092,0.482311908
30,105,1204,1,1,1,0.450166113,0.549833887
30,106,839,0,5,4,0.556615018,0.443384982
30,107,1047,1,5,3,0.41069723,0.58930277
30,108,1226,1,1,1,0.412724307,0.587275693
30,109,1339,1,2,1,0.359970127,0.640029873
30,110,980,0,5,2,0.608163265,0.391836735
30,111,1351,1,5,1,0.297557365,0.702442635
30,112,1058,0,1,0,0.47731569,0.52268431
30,113,1190,1,0,1,0.492436975,0.507563025
30,114,1304,1,1,5,0.484662577,0.515337423
30,115,1453,1,1,2,0.412938747,0.587061253
30,116,1491,0,1,3,0.700201207,0.299798793
30,117,959,0,1,5,0.599582899,0.400417101
30,118,1262,1,1,1,0.342313788,0.657686212
30,119,899,0,3,2,0.622914349,0.377085651
31,0,2806,1,4,1,0.729464286,0.270535714
31,1,1887,0,1,3,0.615052437,0.384947563
31,2,1842,0,1,3,0.527687296,0.472312704
31,3,5697,1,2,3,0.625583567,0.374416433
31,4,3179,1,1,1,0.183391003,0.816608997
31,5,1968,0,1,1,0.573598131,0.426401869
31,6,3571,0,4,2,0.410991637,0.589008363
31,7,1916,0,1,3,0.556906077,0.443093923
31,8,6869,1,1,1,0.394513195,0.605486805
31,9,1735,0,2,1,0.550773369,0.449226631
31,10,1689,1,1,1,0.422248804,0.577751196
31,11,1926,0,1,2,0.585991245,0.414008755
31,12,2321,0,3,4,0.492460146,0.507539854
31,13,3173,1,2,1,0.544649446,0.455350554
31,14,1410,1,2,1,0.409219858,0.590780142
31,15,1913,0,4,2,0.483533717,0.516466283
31,16,5267,0,5,5,0.599012721,0.400987279
31,17,1478,0,4,5,0.573071719,0.426928281
31,18,1750,1,5,2,0.574496644,0.425503356
31,19,2418,0,1,1,0.421875,0.578125
31,20,3594,0,4,3,0.746376812,0.253623188
31,21,2079,0,1,2,0.608619685,0.391380315
31,22,1617,1,1,1,0.421286031,0.578713969
31,23,2727,0,1,4,0.314473145,0.685526855
31,24,1593,1,3,1,0.447204969,0.552795031
31,25,3681,0,4,4,0.781581092,0.218418908
31,26,5021,0,1,5,0.401739491,0.598260509
31,27,592,1,3,1,1,0
31,28,621,1,1,3,1,0
31,29,4016,1,4,3,0.611304781,0.388695219
31,30,1954,0,3,5,0.523029683,0.476970317
31,31,13825,1,4,1,0.372079566,0.627920434
31,32,1801,0,1,3,0.543586896,0.456413104
31,33,1665,1,2,4,0.324924925,0.675075075
31,34,4277,0,1,5,0.508707124,0.491292876
31,35,590,1,1,1,1,0
31,36,2515,1,1,5,0.255302121,0.744697879
31,37,3934,1,4,1,0.410777834,0.589222166
31,38,2434,1,4,2,0.350312779,0.649687221
31,39,2603,1,3,1,0.235113331,0.764886669
31,40,3174,0,1,1,0.622641509,0.377358491
31,41,1656,1,1,1,0.274672188,0.725327812
31,42,2021,0,4,2,0.61831219,0.38168781
31,43,8498,0,5,5,0.263322507,0.736677493
31,44,1523,1,2,1,0.402515723,0.597484277
31,45,1801,0,1,4,0.452891488,0.547108512
31,46,3317,1,1,1,0.685790527,0.314209473
31,47,2639,1,5,1,0.248530647,0.751469353
31,48,3040,1,5,5,0.547249647,0.452750353
31,49,1792,1,2,1,0.414948454,0.585051546
31,50,2594,1,2,4,0.262265834,0.737734166
31,51,1556,1,4,1,0.372750643,0.627249357
31,52,7643,0,1,1,0.133062933,0.866937067
31,53,1838,0,4,2,0.551569507,0.448430493
31,54,1653,0,1,1,0.639769452,0.360230548
31,55,1700,0,1,3,0.552878179,0.447121821
31,56,1510,1,2,1,0.335664336,0.664335664
31,57,2024,0,5,1,0.705237515,0.294762485
31,58,1585,0,1,2,0.592485549,0.407514451
31,59,1575,1,5,3,0.385470719,0.614529281
31,60,1448,1,5,1,0.403892944,0.596107056
31,61,1724,0,2,5,0.527670528,0.472329472
31,62,1912,0,1,2,0.631325301,0.368674699
31,63,3126,0,1,2,0.353151011,0.646848989
31,64,1542,1,3,4,0.262839879,0.737160121
31,65,2882,0,2,1,0.776510832,0.223489168
31,66,1861,0,3,4,0.519069166,0.480930834
31,67,3432,1,4,1,0.333904697,0.666095303
31,68,1993,0,1,4,0.466444814,0.533555186
31,69,1826,0,1,1,0.613195343,0.386804657
31,70,1326,1,3,3,0.440037771,0.559962229
31,71,1681,0,2,4,0.54893617,0.45106383
31,72,2107,0,3,4,0.629274145,0.370725855
31,73,6633,1,1,3,0.127453941,0.872546059
31,74,6600,0,1,1,0.487816381,0.512183619
31,75,2051,1,1,1,0.396730245,0.603269755
31,76,1352,1,5,1,0.423971377,0.576028623
31,77,1779,0,3,1,0.538757207,0.461242793
31,78,1981,0,1,4,0.412507172,0.587492828
31,79,2886,1,3,2,0.389296188,0.610703812
31,80,2825,0,1,2,0.687085447,0.312914553
31,81,4301,1,2,4,0.361766768,0.638233232
31,82,13504,1,1,4,0.137667888,0.862332112
31,83,2745,1,3,1,0.225365854,0.774634146
31,84,6495,1,1,1,0.109159943,0.890840057
31,85,1617,0,3,1,0.580691643,0.419308357
31,86,2104,1,2,1,0.206751055,0.793248945
31,87,1542,0,1,3,0.516449885,0.483550115
31,88,2535,0,1,1,0.562012142,0.437987858
31,89,3877,1,1,1,0.504255868,0.495744132
31,90,1655,0,1,4,0.557719054,0.442280946
31,91,1528,1,5,4,0.303010471,0.696989529
31,92,1120,0,3,3,0.609821429,0.390178571
31,93,8770,1,1,2,0.326741996,0.673258004
31,94,1337,1,4,1,0.3543379,0.6456621
31,95,1118,0,1,5,0.539130435,0.460869565
31,96,1652,0,4,2,0.523465704,0.476534296
31,97,1257,1,4,3,0.441509434,0.558490566
31,98,1494,1,1,1,0.311248074,0.688751926
31,99,1184,1,1,3,0.374155405,0.625844595
31,100,1718,0,1,4,0.562457799,0.437542201
31,101,1681,0,1,1,0.565480696,0.434519304
31,102,1684,0,2,3,0.512569832,0.487430168
31,103,1641,1,2,4,0.302364865,0.697635135
31,104,1177,1,2,1,0.397089397,0.602910603
31,105,1116,1,5,1,0.403050109,0.596949891
31,106,4596,1,4,4,0.228653432,0.771346568
31,107,2824,1,3,1,0.375813241,0.624186759
31,108,2865,1,5,5,0.522580645,0.477419355
31,109,1555,1,1,2,0.557956778,0.442043222
31,110,1543,1,3,1,0.573459716,0.426540284
31,111,3718,1,1,1,0.254618938,0.745381062
31,112,2962,0,3,2,0.704810496,0.295189504
31,113,2816,0,1,2,0.701945525,0.298054475
31,114,2271,1,4,3,0.505344995,0.494655005
31,115,1378,1,3,1,0.398305085,0.601694915
31,116,3296,1,2,4,0.586165049,0.413834951
31,117,1562,1,1,1,0.39459865,0.60540135
31,118,1519,0,1,5,0.507996954,0.492003046
31,119,2493,1,4,1,0.567282322,0.432717678
32,0,6039,0,1,4,0.358834244,0.641165756
32,1,4235,0,2,1,0.481520872,0.518479128
32,2,1721,0,3,3,0.502885408,0.497114592
32,3,3880,1,1,1,0.518386714,0.481613286
32,4,5161,0,4,3,0.282995703,0.717004297
32,5,2435,0,3,4,0.573746313,0.426253687
32,6,2053,0,3,1,0.57816092,0.42183908
32,7,2808,0,3,2,0.610744581,0.389255419
32,8,2466,1,3,3,0.233171127,0.766828873
32,9,2533,1,2,3,0.508995173,0.491004827
32,10,3087,1,3,2,0.476190476,0.523809524
32,11,4044,1,3,3,0.641975309,0.358024691
32,12,3717,0,4,4,0.654475983,0.345524017
32,13,4197,0,3,4,0.751083907,0.248916093
32,14,1951,0,3,1,0.538643068,0.461356932
32,15,2636,1,2,3,0.534843206,0.465156794
32,16,5609,1,4,3,0.506184586,0.493815414
32,17,3842,0,3,1,0.821983611,0.178016389
32,18,2590,1,4,1,0.559637188,0.440362812
32,19,4552,0,3,1,0.55068836,0.44931164
32,20,5707,1,3,3,0.466406411,0.533593589
32,21,2032,0,4,2,0.628964692,0.371035308
32,22,3916,1,1,3,0.354084422,0.645915578
32,23,3903,1,1,3,0.493318486,0.506681514
32,24,5606,0,3,3,0.461297539,0.538702461
32,25,7210,1,1,2,0.641454119,0.358545881
32,26,2270,0,1,1,0.55661882,0.44338118
32,27,6764,0,2,1,0.687420986,0.312579014
32,28,2622,0,2,4,0.681415929,0.318584071
32,29,2722,1,1,3,0.5464,0.4536
32,30,3626,1,1,1,0.430647292,0.569352708
32,31,6235,0,4,2,0.673821464,0.326178536
32,32,2322,1,3,3,0.539512775,0.460487225
32,33,3888,1,1,3,0.526161082,0.473838918
32,34,2585,0,3,3,0.540744738,0.459255262
32,35,3448,1,3,3,0.493351064,0.506648936
32,36,5957,1,3,3,0.402054013,0.597945987
32,37,3157,1,3,3,0.68641244,0.31358756
32,38,5984,0,3,1,0.617816092,0.382183908
32,39,3440,0,4,3,0.677185232,0.322814768
32,40,3665,1,1,1,0.229462738,0.770537262
32,41,3219,0,1,2,0.500171762,0.499828238
32,42,3585,1,3,4,0.270013947,0.729986053
32,43,4056,1,1,3,0.264092664,0.735907336
32,44,2483,0,3,3,0.275070479,0.724929521
32,45,2924,0,3,2,0.313269494,0.686730506
32,46,3935,0,1,3,0.622385529,0.377614471
32,47,3444,0,3,3,0.470963995,0.529036005
32,48,9235,0,3,3,0.435192204,0.564807796
32,49,5697,1,1,3,0.541559868,0.458440132
32,50,5398,1,4,1,0.492597577,0.507402423
32,51,2416,0,1,1,0.488539326,0.511460674
32,52,2498,0,1,1,0.596604689,0.403395311
32,53,2454,0,1,1,0.458295964,0.541704036
32,54,6321,0,1,3,0.680636777,0.319363223
32,55,8417,1,3,3,0.696182841,0.303817159
32,56,2554,0,3,2,0.530931872,0.469068128
32,57,5220,1,2,3,0.599233716,0.400766284
32,58,7288,0,3,3,0.553492239,0.446507761
32,59,4805,1,3,1,0.482031418,0.517968582
32,60,2752,0,3,2,0.566104355,0.433895645
32,61,4018,1,2,2,0.506816359,0.493183641
32,62,1675,0,3,1,0.475820896,0.524179104
32,63,4835,0,2,4,0.480121003,0.519878997
32,64,1641,1,1,3,0.380134887,0.619865113
32,65,7610,1,3,4,0.50938555,0.49061445
32,66,3286,0,2,1,0.384765625,0.615234375
32,67,4550,1,3,1,0.436406068,0.563593932
32,68,4459,0,3,3,0.435932513,0.564067487
32,69,3765,1,1,3,0.520717014,0.479282986
32,70,6405,0,1,3,0.405984958,0.594015042
32,71,2385,1,2,1,0.562229697,0.437770303
32,72,4429,0,3,4,0.710544141,0.289455859
32,73,6297,1,3,3,0.484085345,0.515914655
32,74,2278,0,3,1,0.5618964,0.4381036
32,75,3901,0,1,3,0.536529095,0.463470905
32,76,2534,0,4,3,0.391683168,0.608316832
32,77,1524,1,1,4,0.439632546,0.560367454
32,78,4478,1,3,4,0.443876365,0.556123635
32,79,3472,0,4,4,0.394574599,0.605425401
32,80,9789,0,3,1,0.274872794,0.725127206
32,81,1429,0,4,3,0.577464789,0.422535211
32,82,4597,1,3,1,0.388731782,0.611268218
32,83,4851,0,4,3,0.280074749,0.719925251
32,84,3562,1,3,1,0.250142126,0.749857874
32,85,2518,1,3,3,0.463755459,0.536244541
32,86,1884,0,3,1,0.615711253,0.384288747
32,87,1122,1,1,1,0.369763206,0.630236794
32,88,2179,0,4,2,0.546296296,0.453703704
32,89,7205,1,3,3,0.393476752,0.606523248
32,90,2713,0,3,4,0.468116476,0.531883524
32,91,2609,1,2,4,0.558068225,0.441931775
32,92,2694,0,3,3,0.501208703,0.498791297
32,93,2761,1,2,3,0.531665364,0.468334636
32,94,2285,1,3,1,0.465207877,0.534792123
32,95,1613,0,2,1,0.510229386,0.489770614
32,96,2841,1,1,2,0.308342133,0.691657867
32,97,2258,0,1,3,0.628473915,0.371526085
32,98,1243,1,1,4,0.576363636,0.423636364
32,99,1767,0,3,1,0.547791694,0.452208306
32,100,2423,1,4,2,0.487978629,0.512021371
32,101,1217,0,3,3,0.467543139,0.532456861
32,102,3420,1,4,3,0.547953216,0.452046784
32,103,8198,0,1,4,0.529472596,0.470527404
32,104,5417,1,3,4,0.5733801,0.4266199
32,105,1100,1,1,2,0.482727273,0.517272727
32,106,1789,0,4,1,0.66744186,0.33255814
32,107,4438,1,3,3,0.565570077,0.434429923
32,108,3252,1,3,3,0.401150252,0.598849748
32,109,4139,0,4,1,0.630087584,0.369912416
32,110,2098,0,1,2,0.522402288,0.477597712
32,111,2920,0,4,3,0.441579371,0.558420629
32,112,3779,0,2,2,0.381847049,0.618152951
32,113,1952,1,1,3,0.43852459,0.56147541
32,114,2133,0,1,1,0.620253165,0.379746835
32,115,1395,1,2,4,0.472401434,0.527598566
32,116,1213,1,1,3,0.589121339,0.410878661
32,117,3394,0,1,1,0.509750152,0.490249848
32,118,5280,1,3,3,0.382618954,0.617381046
32,119,1905,0,2,3,0.482414698,0.517585302
0,120,3327,0,0,5,0.745414527,0.254585473
0,121,3424,0,5,4,0.41071985,0.58928015
0,122,3691,0,4,1,0.330548926,0.669451074
0,123,8144,1,3,5,0.592344999,0.407655001
0,124,6559,1,5,5,0.641717388,0.358282612
0,125,5595,1,0,1,0.744015826,0.255984174
0,126,2470,0,3,0,0.32972973,0.67027027
0,127,6091,0,0,0,0.363896848,0.636103152
0,128,4669,0,3,4,0.41943128,0.58056872
0,129,4001,0,5,0,0.169957082,0.830042918
0,130,3301,1,0,0,0.605078517,0.394921483
0,131,2867,1,2,5,0.591505792,0.408494208
0,132,3117,0,4,0,0.506601807,0.493398193
0,133,10424,0,4,5,0.553115373,0.446884627
0,134,2754,1,1,3,0.596631917,0.403368083
0,135,5836,0,5,4,0.492197309,0.507802691
0,136,3931,0,4,4,0.338392355,0.661607645
0,137,3602,0,3,0,0.416870416,0.583129584
0,138,5674,1,4,2,0.410654828,0.589345172
0,139,2567,0,4,0,0.259562842,0.740437158
0,140,2097,1,0,3,0.646866485,0.353133515
0,141,3641,1,0,0,0.544864227,0.455135773
0,142,4550,0,4,3,0.558710298,0.441289702
0,143,2973,0,4,2,0.239941478,0.760058522
0,144,2824,1,1,4,0.48939513,0.51060487
0,145,3643,1,5,5,0.63810111,0.36189889
0,146,2188,0,4,0,0.390218522,0.609781478
0,147,3321,0,4,0,0.300615484,0.699384516
0,148,6784,1,4,5,0.530279742,0.469720258
0,149,2314,1,0,5,0.465491924,0.534508076
0,150,2952,1,0,5,0.70045045,0.29954955
0,151,8388,1,1,2,0.533055828,0.466944172
0,152,5341,0,1,4,0.597014925,0.402985075
0,153,2183,0,0,0,0.335318369,0.664681631
0,154,3207,1,0,4,0.435516543,0.564483457
0,155,3224,0,0,3,0.344071737,0.655928263
0,156,3476,0,4,4,0.601593625,0.398406375
0,157,2295,1,0,4,0.633170732,0.366829268
0,158,3513,1,3,5,0.595478155,0.404521845
0,159,4458,0,0,0,0.438095238,0.561904762
0,160,2348,0,3,0,0.438570729,0.561429271
0,161,2809,1,2,4,0.732638889,0.267361111
0,162,1992,1,0,4,0.656666667,0.343333333
0,163,1534,0,4,0,0.383963494,0.616036506
0,164,3023,1,0,5,0.58834113,0.41165887
0,165,3452,1,5,5,0.638957816,0.361042184
0,166,3961,0,5,3,0.441342282,0.558657718
0,167,2636,0,5,0,0.464782792,0.535217208
0,168,1898,0,5,0,0.453097345,0.546902655
0,169,1725,0,5,0,0.472800537,0.527199463
0,170,4336,0,5,5,0.514856308,0.485143692
0,171,2037,1,0,0,0.650561798,0.349438202
0,172,2479,1,0,4,0.581519325,0.418480675
0,173,3389,0,5,3,0.455919395,0.544080605
0,174,2339,1,4,5,0.53355545,0.46644455
0,175,3609,1,4,4,0.699583581,0.300416419
0,176,7371,0,5,3,0.57385399,0.42614601
0,177,2520,1,3,5,0.684126984,0.315873016
0,178,1761,0,5,2,0.424121935,0.575878065
0,179,2593,0,4,4,0.252001686,0.747998314
0,180,5772,0,3,0,0.667270094,0.332729906
0,181,1945,1,0,4,0.566737288,0.433262712
0,182,1621,0,0,0,0.40027894,0.59972106
0,183,2952,0,3,2,0.493610807,0.506389193
0,184,2725,1,1,5,0.693306288,0.306693712
0,185,2591,1,0,3,0.662835249,0.337164751
0,186,3523,0,2,0,0.425402613,0.574597387
0,187,7082,1,1,0,0.53621068,0.46378932
0,188,4066,0,3,1,0.433883142,0.566116858
0,189,2602,1,1,5,0.731228669,0.268771331
0,190,3239,0,2,1,0.451538462,0.548461538
0,191,1943,1,3,3,0.607587433,0.392412567
0,192,3627,1,4,5,0.647653001,0.352346999
0,193,6245,1,4,3,0.567233901,0.432766099
0,194,4574,0,4,3,0.639446367,0.360553633
0,195,4327,0,4,0,0.547434656,0.452565344
0,196,6247,1,0,5,0.600448215,0.399551785
